I2C Interface
Sample, TimeStamp(ms), Temperature(deg C), Pressure(Pa), Humidity(%), Gas resistance(ohm), Gas Index, Status
1761, 1405343929, 26.60, 99595.23, 37.30, 67868.51, 0, 0xb0
1762, 1405344133, 26.60, 99598.31, 37.30, 67760.72, 0, 0xb0
1763, 1405344336, 26.60, 99597.88, 37.31, 68030.83, 0, 0xb0
1764, 1405344540, 26.60, 99598.56, 37.33, 67976.63, 0, 0xb0
1765, 1405344744, 26.61, 99596.48, 37.33, 67922.52, 0, 0xb0
1766, 1405344947, 26.61, 99596.61, 37.34, 67922.52, 0, 0xb0
1767, 1405345151, 26.60, 99595.05, 37.33, 68085.11, 0, 0xb0
1768, 1405345354, 26.61, 99597.78, 37.34, 67976.63, 0, 0xb0
1769, 1405345558, 26.61, 99595.48, 37.34, 67922.52, 0, 0xb0
1770, 1405345762, 26.61, 99597.75, 37.33, 68139.48, 0, 0xb0
1771, 1405345965, 26.61, 99594.53, 37.34, 67976.63, 0, 0xb0
1772, 1405346169, 26.61, 99594.91, 37.35, 68085.11, 0, 0xb0
1773, 1405346372, 26.61, 99595.14, 37.35, 67922.52, 0, 0xb0
1774, 1405346576, 26.61, 99596.17, 37.35, 68030.83, 0, 0xb0
1775, 1405346780, 26.61, 99597.36, 37.35, 67653.27, 0, 0xb0
1776, 1405346983, 26.61, 99595.49, 37.35, 68030.83, 0, 0xb0
1777, 1405347187, 26.61, 99596.52, 37.34, 67814.57, 0, 0xb0
1778, 1405347391, 26.61, 99595.59, 37.33, 68030.83, 0, 0xb0
1779, 1405347594, 26.61, 99595.56, 37.35, 68085.11, 0, 0xb0
1780, 1405347798, 26.61, 99594.23, 37.34, 67922.52, 0, 0xb0
1781, 1405348001, 26.61, 99593.13, 37.34, 68139.48, 0, 0xb0
1782, 1405348205, 26.61, 99594.59, 37.36, 67922.52, 0, 0xb0
1783, 1405348409, 26.61, 99594.75, 37.35, 68248.47, 0, 0xb0
1784, 1405348612, 26.61, 99596.12, 37.36, 68139.48, 0, 0xb0
1785, 1405348816, 26.61, 99594.18, 37.36, 67653.27, 0, 0xb0
1786, 1405349019, 26.60, 99593.59, 37.36, 67976.63, 0, 0xb0
1787, 1405349223, 26.60, 99593.09, 37.37, 68248.47, 0, 0xb0
1788, 1405349427, 26.60, 99596.19, 37.37, 68303.09, 0, 0xb0
1789, 1405349630, 26.60, 99593.36, 37.35, 68085.11, 0, 0xb0
1790, 1405349834, 26.60, 99599.50, 37.38, 68139.48, 0, 0xb0
1791, 1405350037, 26.60, 99595.37, 37.36, 68412.62, 0, 0xb0
1792, 1405350241, 26.59, 99594.56, 37.38, 68030.83, 0, 0xb0
1793, 1405350445, 26.59, 99593.60, 37.36, 67922.52, 0, 0xb0
1794, 1405350648, 26.59, 99596.33, 37.36, 68139.48, 0, 0xb0
1795, 1405350852, 26.59, 99596.14, 37.36, 68085.11, 0, 0xb0
1796, 1405351056, 26.59, 99596.48, 37.34, 68303.09, 0, 0xb0
1797, 1405351259, 26.59, 99593.88, 37.35, 68085.11, 0, 0xb0
1798, 1405351463, 26.59, 99598.91, 37.34, 68412.62, 0, 0xb0
1799, 1405351666, 26.58, 99595.89, 37.35, 68467.51, 0, 0xb0
1800, 1405351870, 26.58, 99594.53, 37.34, 68522.48, 0, 0xb0
1801, 1405352074, 26.58, 99595.25, 37.34, 68303.09, 0, 0xb0
1802, 1405352277, 26.58, 99596.33, 37.35, 68467.51, 0, 0xb0
1803, 1405352481, 26.58, 99595.28, 37.35, 68357.81, 0, 0xb0
1804, 1405352684, 26.58, 99595.38, 37.35, 68303.09, 0, 0xb0
1805, 1405352888, 26.58, 99596.48, 37.35, 68522.48, 0, 0xb0
1806, 1405353092, 26.58, 99596.05, 37.37, 68303.09, 0, 0xb0
1807, 1405353295, 26.58, 99593.66, 37.36, 68412.62, 0, 0xb0
1808, 1405353499, 26.58, 99594.57, 37.36, 68632.71, 0, 0xb0
1809, 1405353703, 26.58, 99594.33, 37.35, 68577.55, 0, 0xb0
1810, 1405353906, 26.58, 99591.74, 37.35, 68632.71, 0, 0xb0
1811, 1405354110, 26.58, 99595.96, 37.34, 68522.48, 0, 0xb0
1812, 1405354313, 26.59, 99597.66, 37.35, 68632.71, 0, 0xb0
1813, 1405354517, 26.58, 99596.23, 37.34, 68798.71, 0, 0xb0
1814, 1405354721, 26.58, 99594.09, 37.35, 68522.48, 0, 0xb0
1815, 1405354924, 26.58, 99597.69, 37.35, 68632.71, 0, 0xb0
1816, 1405355128, 26.59, 99597.74, 37.35, 68357.81, 0, 0xb0
1817, 1405355331, 26.58, 99596.10, 37.35, 68743.29, 0, 0xb0
1818, 1405355535, 26.58, 99596.55, 37.34, 68577.55, 0, 0xb0
1819, 1405355739, 26.58, 99598.16, 37.35, 68965.52, 0, 0xb0
1820, 1405355942, 26.58, 99597.94, 37.35, 68357.81, 0, 0xb0
1821, 1405356146, 26.58, 99597.62, 37.33, 68909.83, 0, 0xb0
1822, 1405356349, 26.58, 99595.66, 37.34, 68965.52, 0, 0xb0
1823, 1405356553, 26.58, 99597.10, 37.35, 68577.55, 0, 0xb0
1824, 1405356757, 26.58, 99595.74, 37.35, 68577.55, 0, 0xb0
1825, 1405356960, 26.57, 99596.50, 37.36, 68577.55, 0, 0xb0
1826, 1405357164, 26.58, 99597.13, 37.35, 68632.71, 0, 0xb0
1827, 1405357368, 26.57, 99595.21, 37.35, 68632.71, 0, 0xb0
1828, 1405357571, 26.57, 99593.84, 37.36, 68687.95, 0, 0xb0
1829, 1405357775, 26.57, 99597.05, 37.35, 68522.48, 0, 0xb0
1830, 1405357978, 26.57, 99596.35, 37.35, 68909.83, 0, 0xb0
1831, 1405358182, 26.57, 99596.21, 37.35, 68798.71, 0, 0xb0
1832, 1405358386, 26.57, 99596.45, 37.35, 68854.23, 0, 0xb0
1833, 1405358589, 26.57, 99594.97, 37.35, 68743.29, 0, 0xb0
1834, 1405358793, 26.57, 99597.87, 37.35, 68632.71, 0, 0xb0
1835, 1405358996, 26.57, 99598.20, 37.35, 68965.52, 0, 0xb0
1836, 1405359200, 26.57, 99596.57, 37.37, 69021.30, 0, 0xb0
1837, 1405359404, 26.57, 99596.70, 37.37, 69021.30, 0, 0xb0
1838, 1405359607, 26.57, 99594.95, 37.37, 68743.29, 0, 0xb0
1839, 1405359811, 26.57, 99594.52, 37.37, 69021.30, 0, 0xb0
1840, 1405360014, 26.58, 99595.73, 37.35, 68909.83, 0, 0xb0
1841, 1405360218, 26.58, 99597.38, 37.37, 69021.30, 0, 0xb0
1842, 1405360422, 26.58, 99598.55, 37.37, 69077.17, 0, 0xb0
1843, 1405360625, 26.58, 99595.81, 37.37, 68743.29, 0, 0xb0
1844, 1405360829, 26.58, 99596.74, 37.37, 69133.13, 0, 0xb0
1845, 1405361033, 26.58, 99597.00, 37.37, 68909.83, 0, 0xb0
1846, 1405361236, 26.58, 99596.52, 37.36, 68632.71, 0, 0xb0
1847, 1405361440, 26.58, 99596.92, 37.37, 68909.83, 0, 0xb0
1848, 1405361643, 26.58, 99594.53, 37.36, 68965.52, 0, 0xb0
1849, 1405361847, 26.58, 99597.02, 37.37, 68798.71, 0, 0xb0
1850, 1405362051, 26.58, 99598.95, 37.36, 68854.23, 0, 0xb0
1851, 1405362254, 26.58, 99594.52, 37.36, 69133.13, 0, 0xb0
1852, 1405362458, 26.58, 99596.95, 37.37, 69245.34, 0, 0xb0
1853, 1405362661, 26.57, 99594.33, 37.36, 69189.19, 0, 0xb0
1854, 1405362865, 26.58, 99596.19, 37.36, 69189.19, 0, 0xb0
1855, 1405363069, 26.57, 99596.12, 37.37, 69021.30, 0, 0xb0
1856, 1405363272, 26.57, 99597.23, 37.35, 69245.34, 0, 0xb0
1857, 1405363476, 26.57, 99597.58, 37.36, 69301.57, 0, 0xb0
1858, 1405363680, 26.57, 99595.50, 37.36, 69077.17, 0, 0xb0
1859, 1405363883, 26.58, 99596.28, 37.35, 69021.30, 0, 0xb0
1860, 1405364087, 26.58, 99596.79, 37.35, 69245.34, 0, 0xb0
1861, 1405364290, 26.57, 99595.90, 37.35, 69189.19, 0, 0xb0
1862, 1405364494, 26.57, 99597.23, 37.34, 69077.17, 0, 0xb0
1863, 1405364698, 26.57, 99600.25, 37.35, 69357.90, 0, 0xb0
1864, 1405364901, 26.56, 99597.13, 37.33, 68965.52, 0, 0xb0
1865, 1405365105, 26.57, 99598.09, 37.32, 69077.17, 0, 0xb0
1866, 1405365308, 26.57, 99596.50, 37.32, 68798.71, 0, 0xb0
1867, 1405365512, 26.56, 99595.87, 37.32, 69357.90, 0, 0xb0
1868, 1405365716, 26.56, 99598.52, 37.30, 69470.83, 0, 0xb0
1869, 1405365919, 26.57, 99599.85, 37.31, 69189.19, 0, 0xb0
1870, 1405366123, 26.57, 99596.26, 37.30, 69245.34, 0, 0xb0
1871, 1405366326, 26.56, 99598.08, 37.29, 69077.17, 0, 0xb0
1872, 1405366530, 26.56, 99596.12, 37.28, 69189.19, 0, 0xb0
1873, 1405366734, 26.56, 99596.67, 37.29, 69584.12, 0, 0xb0
1874, 1405366937, 26.56, 99596.18, 37.29, 69470.83, 0, 0xb0
1875, 1405367141, 26.56, 99596.99, 37.28, 69584.12, 0, 0xb0
1876, 1405367345, 26.56, 99598.34, 37.27, 69697.80, 0, 0xb0
1877, 1405367548, 26.55, 99596.37, 37.27, 69754.77, 0, 0xb0
1878, 1405367752, 26.55, 99596.28, 37.27, 69697.80, 0, 0xb0
1879, 1405367955, 26.56, 99597.28, 37.28, 69133.13, 0, 0xb0
1880, 1405368159, 26.56, 99599.23, 37.27, 69640.91, 0, 0xb0
1881, 1405368363, 26.56, 99595.74, 37.27, 69414.32, 0, 0xb0
1882, 1405368566, 26.55, 99595.93, 37.27, 69414.32, 0, 0xb0
1883, 1405368770, 26.56, 99596.96, 37.28, 69584.12, 0, 0xb0
1884, 1405368973, 26.56, 99598.65, 37.27, 69470.83, 0, 0xb0
1885, 1405369177, 26.56, 99597.16, 37.28, 69527.43, 0, 0xb0
1886, 1405369381, 26.56, 99595.89, 37.26, 69584.12, 0, 0xb0
1887, 1405369584, 26.56, 99598.79, 37.25, 69584.12, 0, 0xb0
1888, 1405369788, 26.56, 99597.28, 37.25, 69414.32, 0, 0xb0
1889, 1405369991, 26.56, 99598.85, 37.25, 69584.12, 0, 0xb0
1890, 1405370195, 26.56, 99597.99, 37.25, 69754.77, 0, 0xb0
1891, 1405370399, 26.56, 99599.25, 37.26, 69527.43, 0, 0xb0
1892, 1405370602, 26.56, 99596.70, 37.25, 69640.91, 0, 0xb0
1893, 1405370806, 26.55, 99597.32, 37.26, 69584.12, 0, 0xb0
1894, 1405371010, 26.55, 99596.98, 37.26, 69697.80, 0, 0xb0
1895, 1405371213, 26.56, 99597.02, 37.25, 69414.32, 0, 0xb0
1896, 1405371417, 26.55, 99598.09, 37.27, 69697.80, 0, 0xb0
1897, 1405371620, 26.55, 99596.91, 37.27, 69868.99, 0, 0xb0
1898, 1405371824, 26.55, 99597.78, 37.28, 69640.91, 0, 0xb0
1899, 1405372028, 26.55, 99597.68, 37.25, 69868.99, 0, 0xb0
1900, 1405372231, 26.55, 99598.23, 37.27, 69697.80, 0, 0xb0
1901, 1405372435, 26.55, 99597.25, 37.27, 69470.83, 0, 0xb0
1902, 1405372638, 26.55, 99598.73, 37.27, 70098.58, 0, 0xb0
1903, 1405372842, 26.55, 99598.61, 37.28, 69697.80, 0, 0xb0
1904, 1405373046, 26.55, 99598.70, 37.27, 69754.77, 0, 0xb0
1905, 1405373249, 26.55, 99597.07, 37.27, 70041.04, 0, 0xb0
1906, 1405373453, 26.54, 99594.86, 37.26, 70213.93, 0, 0xb0
1907, 1405373657, 26.55, 99599.16, 37.27, 69868.99, 0, 0xb0
1908, 1405373860, 26.54, 99598.20, 37.26, 70098.58, 0, 0xb0
1909, 1405374064, 26.54, 99598.16, 37.26, 70041.04, 0, 0xb0
1910, 1405374267, 26.54, 99597.59, 37.27, 69697.80, 0, 0xb0
1911, 1405374471, 26.54, 99597.01, 37.25, 69754.77, 0, 0xb0
1912, 1405374675, 26.54, 99597.57, 37.27, 70213.93, 0, 0xb0
1913, 1405374878, 26.55, 99600.09, 37.27, 69983.59, 0, 0xb0
1914, 1405375082, 26.54, 99595.27, 37.26, 70098.58, 0, 0xb0
1915, 1405375285, 26.54, 99599.19, 37.25, 70098.58, 0, 0xb0
1916, 1405375489, 26.54, 99599.56, 37.26, 70156.21, 0, 0xb0
1917, 1405375693, 26.54, 99600.25, 37.25, 69983.59, 0, 0xb0
1918, 1405375896, 26.54, 99597.05, 37.27, 70098.58, 0, 0xb0
1919, 1405376100, 26.54, 99596.95, 37.27, 70156.21, 0, 0xb0
1920, 1405376304, 26.54, 99597.89, 37.27, 70329.67, 0, 0xb0
1921, 1405376507, 26.54, 99597.13, 37.27, 70156.21, 0, 0xb0
1922, 1405376711, 26.55, 99601.92, 37.27, 70156.21, 0, 0xb0
1923, 1405376914, 26.54, 99598.41, 37.27, 70271.76, 0, 0xb0
1924, 1405377118, 26.55, 99596.06, 37.27, 70329.67, 0, 0xb0
1925, 1405377322, 26.55, 99597.17, 37.27, 70329.67, 0, 0xb0
1926, 1405377525, 26.55, 99597.52, 37.27, 70041.04, 0, 0xb0
1927, 1405377729, 26.54, 99597.47, 37.25, 70156.21, 0, 0xb0
1928, 1405377932, 26.55, 99597.45, 37.27, 70387.68, 0, 0xb0
1929, 1405378136, 26.54, 99599.15, 37.28, 70329.67, 0, 0xb0
1930, 1405378340, 26.54, 99600.62, 37.29, 70503.99, 0, 0xb0
1931, 1405378543, 26.55, 99599.23, 37.29, 69983.59, 0, 0xb0
1932, 1405378747, 26.54, 99595.60, 37.28, 70213.93, 0, 0xb0
1933, 1405378951, 26.54, 99597.32, 37.29, 70213.93, 0, 0xb0
1934, 1405379154, 26.54, 99597.91, 37.29, 70445.79, 0, 0xb0
1935, 1405379358, 26.54, 99597.73, 37.29, 70213.93, 0, 0xb0
1936, 1405379561, 26.55, 99598.70, 37.30, 70620.69, 0, 0xb0
1937, 1405379765, 26.55, 99596.72, 37.29, 69811.84, 0, 0xb0
1938, 1405379969, 26.54, 99598.67, 37.30, 70271.76, 0, 0xb0
1939, 1405380172, 26.55, 99598.13, 37.31, 70156.21, 0, 0xb0
1940, 1405380376, 26.54, 99596.88, 37.35, 70271.76, 0, 0xb0
1941, 1405380579, 26.54, 99600.12, 37.41, 69868.99, 0, 0xb0
1942, 1405380783, 26.55, 99596.34, 37.50, 70329.67, 0, 0xb0
1943, 1405380987, 26.54, 99598.87, 37.55, 70271.76, 0, 0xb0
1944, 1405381190, 26.55, 99600.84, 37.63, 70329.67, 0, 0xb0
1945, 1405381394, 26.55, 99599.51, 37.69, 69868.99, 0, 0xb0
1946, 1405381597, 26.54, 99596.35, 37.75, 69868.99, 0, 0xb0
1947, 1405381801, 26.54, 99596.14, 37.77, 69754.77, 0, 0xb0
1948, 1405382005, 26.54, 99596.46, 37.81, 69754.77, 0, 0xb0
1949, 1405382208, 26.54, 99594.03, 37.79, 69811.84, 0, 0xb0
1950, 1405382412, 26.55, 99596.73, 37.78, 70213.93, 0, 0xb0
1951, 1405382616, 26.55, 99597.77, 37.76, 69811.84, 0, 0xb0
1952, 1405382819, 26.54, 99598.96, 37.74, 70213.93, 0, 0xb0
1953, 1405383023, 26.54, 99596.52, 37.71, 70156.21, 0, 0xb0
1954, 1405383226, 26.54, 99598.37, 37.67, 69926.25, 0, 0xb0
1955, 1405383430, 26.54, 99596.38, 37.65, 69868.99, 0, 0xb0
1956, 1405383634, 26.54, 99595.61, 37.62, 69926.25, 0, 0xb0
1957, 1405383837, 26.54, 99598.28, 37.58, 69926.25, 0, 0xb0
1958, 1405384041, 26.54, 99597.96, 37.54, 70098.58, 0, 0xb0
1959, 1405384244, 26.55, 99596.25, 37.53, 70213.93, 0, 0xb0
1960, 1405384448, 26.54, 99598.08, 37.50, 70445.79, 0, 0xb0
1961, 1405384652, 26.54, 99596.07, 37.48, 70098.58, 0, 0xb0
1962, 1405384855, 26.55, 99599.93, 37.46, 70503.99, 0, 0xb0
1963, 1405385059, 26.54, 99597.86, 37.44, 69983.59, 0, 0xb0
1964, 1405385263, 26.54, 99598.76, 37.41, 70387.68, 0, 0xb0
1965, 1405385466, 26.54, 99596.97, 37.40, 69926.25, 0, 0xb0
1966, 1405385670, 26.54, 99596.30, 37.40, 70213.93, 0, 0xb0
1967, 1405385873, 26.54, 99596.17, 37.37, 70562.30, 0, 0xb0
1968, 1405386077, 26.54, 99595.79, 37.37, 70271.76, 0, 0xb0
1969, 1405386281, 26.54, 99598.10, 37.36, 70329.67, 0, 0xb0
1970, 1405386484, 26.54, 99595.96, 37.35, 70213.93, 0, 0xb0
1971, 1405386688, 26.54, 99595.61, 37.37, 70213.93, 0, 0xb0
1972, 1405386892, 26.54, 99597.05, 37.38, 70213.93, 0, 0xb0
1973, 1405387095, 26.54, 99594.78, 37.40, 70156.21, 0, 0xb0
1974, 1405387299, 26.54, 99596.63, 37.40, 70098.58, 0, 0xb0
1975, 1405387502, 26.55, 99598.16, 37.43, 70329.67, 0, 0xb0
1976, 1405387706, 26.55, 99599.28, 37.43, 70620.69, 0, 0xb0
1977, 1405387910, 26.55, 99598.19, 37.43, 70213.93, 0, 0xb0
1978, 1405388113, 26.54, 99596.44, 37.43, 70329.67, 0, 0xb0
1979, 1405388317, 26.55, 99597.34, 37.45, 70329.67, 0, 0xb0
1980, 1405388521, 26.55, 99597.49, 37.45, 70098.58, 0, 0xb0
1981, 1405388724, 26.55, 99596.79, 37.43, 70445.79, 0, 0xb0
1982, 1405388928, 26.55, 99597.02, 37.45, 70387.68, 0, 0xb0
1983, 1405389131, 26.55, 99596.44, 37.45, 70503.99, 0, 0xb0
1984, 1405389335, 26.55, 99597.20, 37.45, 70445.79, 0, 0xb0
1985, 1405389539, 26.55, 99594.67, 37.44, 70329.67, 0, 0xb0
1986, 1405389742, 26.55, 99599.95, 37.45, 70445.79, 0, 0xb0
1987, 1405389946, 26.54, 99595.98, 37.45, 70737.77, 0, 0xb0
1988, 1405390150, 26.54, 99597.27, 37.45, 70562.30, 0, 0xb0
1989, 1405390353, 26.52, 99596.61, 37.45, 70156.21, 0, 0xb0
1990, 1405390557, 26.51, 99595.76, 37.46, 70503.99, 0, 0xb0
1991, 1405390760, 26.51, 99596.11, 37.48, 70271.76, 0, 0xb0
1992, 1405390964, 26.51, 99594.61, 37.48, 70620.69, 0, 0xb0
1993, 1405391168, 26.52, 99596.97, 37.48, 70213.93, 0, 0xb0
1994, 1405391371, 26.52, 99595.80, 37.48, 70737.77, 0, 0xb0
1995, 1405391575, 26.52, 99595.98, 37.48, 70620.69, 0, 0xb0
1996, 1405391779, 26.53, 99596.49, 37.50, 70098.58, 0, 0xb0
1997, 1405391982, 26.53, 99595.18, 37.49, 70562.30, 0, 0xb0
1998, 1405392186, 26.53, 99597.20, 37.50, 70855.24, 0, 0xb0
1999, 1405392389, 26.53, 99595.34, 37.48, 70914.12, 0, 0xb0
2000, 1405392593, 26.54, 99598.98, 37.48, 70855.24, 0, 0xb0
2001, 1405392797, 26.53, 99596.77, 37.48, 70503.99, 0, 0xb0
2002, 1405393000, 26.53, 99596.38, 37.48, 70679.18, 0, 0xb0
2003, 1405393204, 26.53, 99596.34, 37.48, 70679.18, 0, 0xb0
2004, 1405393407, 26.53, 99595.48, 37.49, 70503.99, 0, 0xb0
2005, 1405393611, 26.53, 99598.42, 37.50, 70679.18, 0, 0xb0
2006, 1405393815, 26.53, 99595.91, 37.49, 71091.37, 0, 0xb0
2007, 1405394018, 26.54, 99598.88, 37.49, 70620.69, 0, 0xb0
2008, 1405394222, 26.54, 99598.08, 37.50, 70562.30, 0, 0xb0
2009, 1405394426, 26.54, 99598.10, 37.48, 70620.69, 0, 0xb0
2010, 1405394629, 26.54, 99598.18, 37.48, 70503.99, 0, 0xb0
2011, 1405394833, 26.54, 99599.80, 37.50, 70855.24, 0, 0xb0
2012, 1405395036, 26.54, 99597.57, 37.48, 70445.79, 0, 0xb0
2013, 1405395240, 26.53, 99595.62, 37.48, 70796.46, 0, 0xb0
2014, 1405395444, 26.54, 99599.71, 37.48, 70914.12, 0, 0xb0
2015, 1405395647, 26.54, 99600.63, 37.48, 70914.12, 0, 0xb0
2016, 1405395851, 26.53, 99597.20, 37.49, 70796.46, 0, 0xb0
2017, 1405396055, 26.54, 99597.31, 37.50, 70620.69, 0, 0xb0
2018, 1405396258, 26.54, 99597.55, 37.48, 70796.46, 0, 0xb0
2019, 1405396462, 26.54, 99599.73, 37.49, 71032.19, 0, 0xb0
2020, 1405396665, 26.54, 99599.32, 37.48, 71329.06, 0, 0xb0
2021, 1405396869, 26.54, 99599.78, 37.50, 70562.30, 0, 0xb0
2022, 1405397073, 26.54, 99598.12, 37.50, 70855.24, 0, 0xb0
2023, 1405397276, 26.55, 99599.06, 37.50, 70796.46, 0, 0xb0
2024, 1405397480, 26.55, 99596.51, 37.51, 70914.12, 0, 0xb0
2025, 1405397683, 26.55, 99601.25, 37.52, 70620.69, 0, 0xb0
2026, 1405397887, 26.55, 99600.81, 37.52, 70620.69, 0, 0xb0
2027, 1405398091, 26.55, 99600.08, 37.53, 70855.24, 0, 0xb0
2028, 1405398294, 26.55, 99597.27, 37.52, 71150.64, 0, 0xb0
2029, 1405398498, 26.55, 99598.20, 37.50, 70796.46, 0, 0xb0
2030, 1405398702, 26.55, 99600.13, 37.51, 71091.37, 0, 0xb0
2031, 1405398905, 26.54, 99597.89, 37.50, 71210.02, 0, 0xb0
2032, 1405399109, 26.55, 99599.03, 37.50, 70855.24, 0, 0xb0
2033, 1405399312, 26.54, 99600.16, 37.49, 71329.06, 0, 0xb0
2034, 1405399516, 26.54, 99598.67, 37.47, 70562.30, 0, 0xb0
2035, 1405399720, 26.55, 99597.62, 37.46, 71210.02, 0, 0xb0
2036, 1405399923, 26.55, 99597.95, 37.45, 71150.64, 0, 0xb0
2037, 1405400127, 26.55, 99599.85, 37.45, 71032.19, 0, 0xb0
2038, 1405400330, 26.54, 99599.95, 37.43, 71091.37, 0, 0xb0
2039, 1405400534, 26.55, 99599.34, 37.43, 71269.48, 0, 0xb0
2040, 1405400738, 26.55, 99597.71, 37.41, 71388.73, 0, 0xb0
2041, 1405400941, 26.55, 99598.37, 37.40, 71150.64, 0, 0xb0
2042, 1405401145, 26.56, 99599.77, 37.41, 71388.73, 0, 0xb0
2043, 1405401349, 26.55, 99598.80, 37.40, 71032.19, 0, 0xb0
2044, 1405401552, 26.56, 99598.34, 37.39, 71210.02, 0, 0xb0
2045, 1405401756, 26.56, 99599.20, 37.38, 71269.48, 0, 0xb0
2046, 1405401959, 26.56, 99597.73, 37.40, 70973.11, 0, 0xb0
2047, 1405402163, 26.56, 99595.77, 37.40, 71091.37, 0, 0xb0
2048, 1405402367, 26.56, 99598.13, 37.39, 71329.06, 0, 0xb0
2049, 1405402570, 26.56, 99599.80, 37.39, 71508.38, 0, 0xb0
2050, 1405402774, 26.56, 99596.42, 37.39, 71269.48, 0, 0xb0
2051, 1405402978, 26.56, 99596.99, 37.39, 71150.64, 0, 0xb0
2052, 1405403181, 26.56, 99597.28, 37.40, 71150.64, 0, 0xb0
2053, 1405403385, 26.57, 99597.45, 37.41, 71032.19, 0, 0xb0
2054, 1405403588, 26.57, 99599.60, 37.41, 71388.73, 0, 0xb0
2055, 1405403792, 26.57, 99599.66, 37.43, 71269.48, 0, 0xb0
2056, 1405403996, 26.57, 99598.88, 37.43, 71269.48, 0, 0xb0
2057, 1405404199, 26.57, 99597.73, 37.45, 71150.64, 0, 0xb0
2058, 1405404403, 26.57, 99598.09, 37.44, 71448.51, 0, 0xb0
2059, 1405404607, 26.57, 99598.02, 37.44, 70973.11, 0, 0xb0
2060, 1405404810, 26.57, 99598.88, 37.45, 71210.02, 0, 0xb0
2061, 1405405014, 26.57, 99599.20, 37.45, 71269.48, 0, 0xb0
2062, 1405405217, 26.57, 99596.25, 37.45, 71688.60, 0, 0xb0
2063, 1405405421, 26.57, 99599.37, 37.46, 71150.64, 0, 0xb0
2064, 1405405625, 26.58, 99599.78, 37.46, 71210.02, 0, 0xb0
2065, 1405405828, 26.57, 99597.03, 37.46, 71508.38, 0, 0xb0
2066, 1405406032, 26.57, 99599.41, 37.47, 71269.48, 0, 0xb0
2067, 1405406236, 26.58, 99599.70, 37.47, 71388.73, 0, 0xb0
2068, 1405406439, 26.57, 99598.05, 37.48, 71269.48, 0, 0xb0
2069, 1405406643, 26.57, 99600.23, 37.49, 71329.06, 0, 0xb0
2070, 1405406846, 26.57, 99599.98, 37.50, 71150.64, 0, 0xb0
2071, 1405407050, 26.57, 99598.70, 37.50, 71269.48, 0, 0xb0
2072, 1405407254, 26.58, 99597.62, 37.50, 71448.51, 0, 0xb0
2073, 1405407457, 26.58, 99599.06, 37.51, 71150.64, 0, 0xb0
2074, 1405407661, 26.58, 99597.12, 37.52, 71628.43, 0, 0xb0
2075, 1405407865, 26.58, 99599.25, 37.53, 71091.37, 0, 0xb0
2076, 1405408068, 26.58, 99598.38, 37.53, 71388.73, 0, 0xb0
2077, 1405408272, 26.58, 99598.04, 37.53, 71508.38, 0, 0xb0
2078, 1405408475, 26.58, 99598.89, 37.52, 71150.64, 0, 0xb0
2079, 1405408679, 26.58, 99598.11, 37.53, 71210.02, 0, 0xb0
2080, 1405408883, 26.58, 99599.40, 37.54, 71448.51, 0, 0xb0
2081, 1405409086, 26.59, 99599.61, 37.55, 71388.73, 0, 0xb0
2082, 1405409290, 26.58, 99600.76, 37.54, 71329.06, 0, 0xb0
2083, 1405409493, 26.59, 99598.98, 37.55, 71388.73, 0, 0xb0
2084, 1405409697, 26.59, 99602.08, 37.54, 71628.43, 0, 0xb0
2085, 1405409901, 26.59, 99600.55, 37.54, 71568.35, 0, 0xb0
2086, 1405410104, 26.59, 99600.23, 37.53, 71091.37, 0, 0xb0
2087, 1405410308, 26.59, 99597.45, 37.54, 71508.38, 0, 0xb0
2088, 1405410512, 26.59, 99599.35, 37.52, 71448.51, 0, 0xb0
2089, 1405410715, 26.59, 99598.58, 37.53, 71448.51, 0, 0xb0
2090, 1405410919, 26.59, 99598.55, 37.52, 71628.43, 0, 0xb0
2091, 1405411122, 26.59, 99597.71, 37.50, 71329.06, 0, 0xb0
2092, 1405411326, 26.60, 99599.04, 37.50, 71388.73, 0, 0xb0
2093, 1405411530, 26.60, 99597.14, 37.48, 71508.38, 0, 0xb0
2094, 1405411733, 26.60, 99600.96, 37.48, 71508.38, 0, 0xb0
2095, 1405411937, 26.60, 99599.05, 37.46, 71508.38, 0, 0xb0
2096, 1405412141, 26.60, 99596.62, 37.44, 71448.51, 0, 0xb0
2097, 1405412344, 26.60, 99597.70, 37.45, 71628.43, 0, 0xb0
2098, 1405412548, 26.60, 99598.20, 37.45, 71628.43, 0, 0xb0
2099, 1405412751, 26.60, 99597.22, 37.44, 71508.38, 0, 0xb0
2100, 1405412955, 26.60, 99598.82, 37.41, 71508.38, 0, 0xb0
2101, 1405413159, 26.60, 99596.95, 37.42, 71748.88, 0, 0xb0
2102, 1405413362, 26.61, 99599.90, 37.40, 71748.88, 0, 0xb0
2103, 1405413566, 26.61, 99599.66, 37.41, 71508.38, 0, 0xb0
2104, 1405413770, 26.61, 99598.05, 37.40, 71748.88, 0, 0xb0
2105, 1405413973, 26.61, 99597.17, 37.40, 71688.60, 0, 0xb0
2106, 1405414177, 26.61, 99598.62, 37.40, 71748.88, 0, 0xb0
2107, 1405414380, 26.61, 99599.09, 37.40, 71508.38, 0, 0xb0
2108, 1405414584, 26.61, 99596.87, 37.41, 71329.06, 0, 0xb0
