I2C Interface
Sample, TimeStamp(ms), Temperature(deg C), Pressure(Pa), Humidity(%), Gas resistance(ohm), Gas Index, Status
710, 1405129929, 26.52, 99596.02, 37.60, 51644.14, 0, 0xb0
711, 1405130133, 26.52, 99596.12, 37.60, 51706.73, 0, 0xb0
712, 1405130337, 26.52, 99597.17, 37.60, 51675.41, 0, 0xb0
713, 1405130540, 26.51, 99596.50, 37.61, 51958.59, 0, 0xb0
714, 1405130744, 26.51, 99593.54, 37.61, 51706.73, 0, 0xb0
715, 1405130948, 26.51, 99595.16, 37.63, 51769.46, 0, 0xb0
716, 1405131151, 26.51, 99595.89, 37.62, 51926.98, 0, 0xb0
717, 1405131355, 26.52, 99596.97, 37.63, 51769.46, 0, 0xb0
718, 1405131558, 26.51, 99593.88, 37.63, 51990.25, 0, 0xb0
719, 1405131762, 26.52, 99596.55, 37.63, 51706.73, 0, 0xb0
720, 1405131966, 26.51, 99594.47, 37.62, 51832.36, 0, 0xb0
721, 1405132169, 26.52, 99595.95, 37.63, 51863.86, 0, 0xb0
722, 1405132373, 26.52, 99595.29, 37.63, 51863.86, 0, 0xb0
723, 1405132576, 26.52, 99594.41, 37.65, 52117.27, 0, 0xb0
724, 1405132780, 26.52, 99596.31, 37.64, 51958.59, 0, 0xb0
725, 1405132984, 26.52, 99595.94, 37.64, 52085.45, 0, 0xb0
726, 1405133187, 26.52, 99596.44, 37.64, 51958.59, 0, 0xb0
727, 1405133391, 26.52, 99595.61, 37.64, 52085.45, 0, 0xb0
728, 1405133595, 26.52, 99596.85, 37.63, 51958.59, 0, 0xb0
729, 1405133798, 26.52, 99596.44, 37.62, 52149.11, 0, 0xb0
730, 1405134002, 26.53, 99595.51, 37.63, 52181.00, 0, 0xb0
731, 1405134205, 26.53, 99597.76, 37.62, 52308.95, 0, 0xb0
732, 1405134409, 26.53, 99596.95, 37.63, 52212.93, 0, 0xb0
733, 1405134613, 26.53, 99596.38, 37.61, 51958.59, 0, 0xb0
734, 1405134816, 26.53, 99595.88, 37.61, 52308.95, 0, 0xb0
735, 1405135020, 26.53, 99596.16, 37.61, 52117.27, 0, 0xb0
736, 1405135223, 26.53, 99593.99, 37.61, 52341.04, 0, 0xb0
737, 1405135427, 26.53, 99594.47, 37.58, 52117.27, 0, 0xb0
738, 1405135631, 26.53, 99594.98, 37.58, 52373.16, 0, 0xb0
739, 1405135834, 26.53, 99595.85, 37.58, 52244.90, 0, 0xb0
740, 1405136038, 26.53, 99594.80, 37.56, 52308.95, 0, 0xb0
741, 1405136242, 26.53, 99597.23, 37.56, 52212.93, 0, 0xb0
742, 1405136445, 26.53, 99595.35, 37.55, 52244.90, 0, 0xb0
743, 1405136649, 26.53, 99595.38, 37.54, 52341.04, 0, 0xb0
744, 1405136852, 26.53, 99597.34, 37.53, 52149.11, 0, 0xb0
745, 1405137056, 26.53, 99595.80, 37.51, 52149.11, 0, 0xb0
746, 1405137260, 26.53, 99596.07, 37.50, 52405.32, 0, 0xb0
747, 1405137463, 26.53, 99596.08, 37.50, 52534.38, 0, 0xb0
748, 1405137667, 26.53, 99597.25, 37.49, 52502.05, 0, 0xb0
749, 1405137870, 26.53, 99595.47, 37.47, 52502.05, 0, 0xb0
750, 1405138074, 26.53, 99597.37, 37.47, 52469.77, 0, 0xb0
751, 1405138278, 26.53, 99596.63, 37.46, 52534.38, 0, 0xb0
752, 1405138481, 26.53, 99597.54, 37.46, 52729.14, 0, 0xb0
753, 1405138685, 26.54, 99597.07, 37.45, 52696.58, 0, 0xb0
754, 1405138889, 26.54, 99598.62, 37.45, 52892.56, 0, 0xb0
755, 1405139092, 26.54, 99595.37, 37.45, 52599.14, 0, 0xb0
756, 1405139296, 26.54, 99595.80, 37.42, 52827.07, 0, 0xb0
757, 1405139499, 26.54, 99595.11, 37.44, 52696.58, 0, 0xb0
758, 1405139703, 26.54, 99595.70, 37.45, 52599.14, 0, 0xb0
759, 1405139907, 26.54, 99593.92, 37.43, 52958.21, 0, 0xb0
760, 1405140110, 26.53, 99595.91, 37.45, 52308.95, 0, 0xb0
761, 1405140314, 26.53, 99595.99, 37.44, 52991.10, 0, 0xb0
762, 1405140517, 26.53, 99595.64, 37.45, 52794.39, 0, 0xb0
763, 1405140721, 26.53, 99596.04, 37.46, 53024.03, 0, 0xb0
764, 1405140925, 26.53, 99595.96, 37.45, 52859.80, 0, 0xb0
765, 1405141128, 26.53, 99595.65, 37.45, 52958.21, 0, 0xb0
766, 1405141332, 26.53, 99596.51, 37.45, 52859.80, 0, 0xb0
767, 1405141536, 26.53, 99594.63, 37.45, 52925.37, 0, 0xb0
768, 1405141739, 26.53, 99595.28, 37.45, 52925.37, 0, 0xb0
769, 1405141943, 26.53, 99595.85, 37.46, 52958.21, 0, 0xb0
770, 1405142146, 26.53, 99598.26, 37.46, 52958.21, 0, 0xb0
771, 1405142350, 26.53, 99597.25, 37.46, 52958.21, 0, 0xb0
772, 1405142554, 26.53, 99597.77, 37.46, 53057.00, 0, 0xb0
773, 1405142757, 26.53, 99596.65, 37.47, 52958.21, 0, 0xb0
774, 1405142961, 26.52, 99597.40, 37.46, 53222.45, 0, 0xb0
775, 1405143165, 26.52, 99594.70, 37.46, 53222.45, 0, 0xb0
776, 1405143368, 26.53, 99595.54, 37.46, 53222.45, 0, 0xb0
777, 1405143572, 26.52, 99594.65, 37.48, 53024.03, 0, 0xb0
778, 1405143775, 26.52, 99596.95, 37.48, 53057.00, 0, 0xb0
779, 1405143979, 26.53, 99596.75, 37.48, 53288.93, 0, 0xb0
780, 1405144183, 26.53, 99596.59, 37.48, 53189.28, 0, 0xb0
781, 1405144386, 26.53, 99598.72, 37.49, 53156.14, 0, 0xb0
782, 1405144590, 26.53, 99595.76, 37.50, 53156.14, 0, 0xb0
783, 1405144794, 26.53, 99595.45, 37.50, 53090.00, 0, 0xb0
784, 1405144997, 26.53, 99593.74, 37.52, 53123.05, 0, 0xb0
785, 1405145201, 26.53, 99594.69, 37.53, 53455.84, 0, 0xb0
786, 1405145404, 26.53, 99595.50, 37.57, 53255.67, 0, 0xb0
787, 1405145608, 26.53, 99597.32, 37.59, 53322.22, 0, 0xb0
788, 1405145812, 26.53, 99594.59, 37.62, 53489.34, 0, 0xb0
789, 1405146015, 26.52, 99595.07, 37.66, 53255.67, 0, 0xb0
790, 1405146219, 26.53, 99594.66, 37.68, 53189.28, 0, 0xb0
791, 1405146422, 26.53, 99595.68, 37.70, 53489.34, 0, 0xb0
792, 1405146626, 26.53, 99594.95, 37.69, 53322.22, 0, 0xb0
793, 1405146830, 26.53, 99596.16, 37.70, 53422.37, 0, 0xb0
794, 1405147033, 26.53, 99595.55, 37.72, 53355.57, 0, 0xb0
795, 1405147237, 26.53, 99597.59, 37.72, 53455.84, 0, 0xb0
796, 1405147441, 26.54, 99597.70, 37.73, 53322.22, 0, 0xb0
797, 1405147644, 26.53, 99597.66, 37.74, 53123.05, 0, 0xb0
798, 1405147848, 26.53, 99594.08, 37.74, 53623.80, 0, 0xb0
799, 1405148051, 26.53, 99597.38, 37.74, 53590.12, 0, 0xb0
800, 1405148255, 26.53, 99595.81, 37.73, 53322.22, 0, 0xb0
801, 1405148459, 26.54, 99595.81, 37.76, 53322.22, 0, 0xb0
802, 1405148662, 26.53, 99596.61, 37.76, 53322.22, 0, 0xb0
803, 1405148866, 26.53, 99594.74, 37.76, 53322.22, 0, 0xb0
804, 1405149070, 26.54, 99598.68, 37.74, 53288.93, 0, 0xb0
805, 1405149273, 26.54, 99597.83, 37.76, 53322.22, 0, 0xb0
806, 1405149477, 26.54, 99598.06, 37.74, 53322.22, 0, 0xb0
807, 1405149680, 26.54, 99596.13, 37.74, 53355.57, 0, 0xb0
808, 1405149884, 26.54, 99594.39, 37.72, 53691.27, 0, 0xb0
809, 1405150088, 26.54, 99596.62, 37.71, 53489.34, 0, 0xb0
810, 1405150291, 26.54, 99595.59, 37.71, 53590.12, 0, 0xb0
811, 1405150495, 26.55, 99598.73, 37.69, 53522.89, 0, 0xb0
812, 1405150698, 26.54, 99597.88, 37.68, 53222.45, 0, 0xb0
813, 1405150902, 26.54, 99598.30, 37.67, 53489.34, 0, 0xb0
814, 1405151106, 26.54, 99594.15, 37.65, 53455.84, 0, 0xb0
815, 1405151309, 26.54, 99596.22, 37.65, 53422.37, 0, 0xb0
816, 1405151513, 26.54, 99595.98, 37.64, 53894.74, 0, 0xb0
817, 1405151717, 26.54, 99595.05, 37.64, 53422.37, 0, 0xb0
818, 1405151920, 26.54, 99598.35, 37.64, 53792.81, 0, 0xb0
819, 1405152124, 26.54, 99596.45, 37.63, 53422.37, 0, 0xb0
820, 1405152327, 26.54, 99594.91, 37.63, 53556.48, 0, 0xb0
821, 1405152531, 26.54, 99596.34, 37.63, 53997.05, 0, 0xb0
822, 1405152735, 26.54, 99597.88, 37.64, 54031.24, 0, 0xb0
823, 1405152938, 26.54, 99599.78, 37.66, 53489.34, 0, 0xb0
824, 1405153142, 26.54, 99597.95, 37.64, 53894.74, 0, 0xb0
825, 1405153345, 26.55, 99596.25, 37.66, 53725.08, 0, 0xb0
826, 1405153549, 26.54, 99597.63, 37.67, 53826.75, 0, 0xb0
827, 1405153753, 26.54, 99596.89, 37.68, 53792.81, 0, 0xb0
828, 1405153956, 26.54, 99598.18, 37.67, 53894.74, 0, 0xb0
829, 1405154160, 26.54, 99593.84, 37.67, 54099.75, 0, 0xb0
830, 1405154364, 26.54, 99596.53, 37.67, 53997.05, 0, 0xb0
831, 1405154567, 26.54, 99597.74, 37.68, 53657.52, 0, 0xb0
832, 1405154771, 26.54, 99596.38, 37.69, 53792.81, 0, 0xb0
833, 1405154974, 26.55, 99598.88, 37.67, 53725.08, 0, 0xb0
834, 1405155178, 26.55, 99597.17, 37.66, 53860.72, 0, 0xb0
835, 1405155382, 26.55, 99599.00, 37.66, 53826.75, 0, 0xb0
836, 1405155585, 26.54, 99594.92, 37.67, 54065.47, 0, 0xb0
837, 1405155789, 26.54, 99595.80, 37.66, 53860.72, 0, 0xb0
838, 1405155993, 26.54, 99597.47, 37.66, 54237.29, 0, 0xb0
839, 1405156196, 26.55, 99598.26, 37.64, 54099.75, 0, 0xb0
840, 1405156400, 26.54, 99600.13, 37.66, 54168.43, 0, 0xb0
841, 1405156603, 26.55, 99598.91, 37.65, 54202.84, 0, 0xb0
842, 1405156807, 26.55, 99597.34, 37.65, 54237.29, 0, 0xb0
843, 1405157011, 26.55, 99596.79, 37.65, 53962.90, 0, 0xb0
844, 1405157214, 26.55, 99595.33, 37.64, 53860.72, 0, 0xb0
845, 1405157418, 26.55, 99595.88, 37.64, 54065.47, 0, 0xb0
846, 1405157621, 26.55, 99596.83, 37.65, 53962.90, 0, 0xb0
847, 1405157825, 26.55, 99596.49, 37.64, 54031.24, 0, 0xb0
848, 1405158029, 26.55, 99596.28, 37.64, 53860.72, 0, 0xb0
849, 1405158232, 26.55, 99595.36, 37.64, 54306.32, 0, 0xb0
850, 1405158436, 26.55, 99596.48, 37.64, 54065.47, 0, 0xb0
851, 1405158640, 26.55, 99598.88, 37.62, 54340.90, 0, 0xb0
852, 1405158843, 26.55, 99594.99, 37.63, 54168.43, 0, 0xb0
853, 1405159047, 26.55, 99597.64, 37.61, 54514.48, 0, 0xb0
854, 1405159250, 26.55, 99597.32, 37.61, 54065.47, 0, 0xb0
855, 1405159454, 26.55, 99597.75, 37.62, 54168.43, 0, 0xb0
856, 1405159658, 26.55, 99596.46, 37.61, 54444.92, 0, 0xb0
857, 1405159861, 26.55, 99596.71, 37.60, 54549.33, 0, 0xb0
858, 1405160065, 26.55, 99595.52, 37.62, 54584.22, 0, 0xb0
859, 1405160269, 26.56, 99596.86, 37.61, 54584.22, 0, 0xb0
860, 1405160472, 26.55, 99596.13, 37.59, 54654.14, 0, 0xb0
861, 1405160676, 26.56, 99596.58, 37.61, 54375.53, 0, 0xb0
862, 1405160879, 26.56, 99597.20, 37.59, 54619.16, 0, 0xb0
863, 1405161083, 26.56, 99596.64, 37.58, 54168.43, 0, 0xb0
864, 1405161287, 26.56, 99596.90, 37.58, 54410.20, 0, 0xb0
865, 1405161490, 26.56, 99596.40, 37.58, 54654.14, 0, 0xb0
866, 1405161694, 26.56, 99596.79, 37.56, 54900.28, 0, 0xb0
867, 1405161897, 26.56, 99595.96, 37.56, 54375.53, 0, 0xb0
868, 1405162101, 26.56, 99596.98, 37.54, 54514.48, 0, 0xb0
869, 1405162305, 26.56, 99597.34, 37.56, 54549.33, 0, 0xb0
870, 1405162508, 26.56, 99597.19, 37.56, 54514.48, 0, 0xb0
871, 1405162712, 26.56, 99595.06, 37.56, 54444.92, 0, 0xb0
872, 1405162916, 26.56, 99595.02, 37.54, 54864.98, 0, 0xb0
873, 1405163119, 26.56, 99598.02, 37.54, 54864.98, 0, 0xb0
874, 1405163323, 26.56, 99595.75, 37.53, 54864.98, 0, 0xb0
875, 1405163526, 26.56, 99597.84, 37.54, 54549.33, 0, 0xb0
876, 1405163730, 26.56, 99596.80, 37.53, 54935.62, 0, 0xb0
877, 1405163934, 26.57, 99595.57, 37.53, 54619.16, 0, 0xb0
878, 1405164137, 26.56, 99595.94, 37.55, 54900.28, 0, 0xb0
879, 1405164341, 26.57, 99598.35, 37.54, 54829.73, 0, 0xb0
880, 1405164544, 26.57, 99596.41, 37.53, 54829.73, 0, 0xb0
881, 1405164748, 26.57, 99597.91, 37.53, 54759.36, 0, 0xb0
882, 1405164952, 26.57, 99596.47, 37.54, 54759.36, 0, 0xb0
883, 1405165155, 26.57, 99595.03, 37.53, 54689.17, 0, 0xb0
884, 1405165359, 26.57, 99596.66, 37.52, 54759.36, 0, 0xb0
885, 1405165563, 26.57, 99597.76, 37.53, 55077.45, 0, 0xb0
886, 1405165766, 26.56, 99594.75, 37.52, 54935.62, 0, 0xb0
887, 1405165970, 26.56, 99595.42, 37.52, 55113.02, 0, 0xb0
888, 1405166173, 26.57, 99594.38, 37.53, 54900.28, 0, 0xb0
889, 1405166377, 26.57, 99594.43, 37.51, 54935.62, 0, 0xb0
890, 1405166581, 26.57, 99595.23, 37.50, 54935.62, 0, 0xb0
891, 1405166784, 26.57, 99594.81, 37.50, 54864.98, 0, 0xb0
892, 1405166988, 26.57, 99595.99, 37.49, 55077.45, 0, 0xb0
893, 1405167191, 26.57, 99592.80, 37.50, 54971.01, 0, 0xb0
894, 1405167395, 26.57, 99595.38, 37.49, 54971.01, 0, 0xb0
895, 1405167599, 26.57, 99596.16, 37.49, 55041.93, 0, 0xb0
896, 1405167802, 26.57, 99593.41, 37.48, 55077.45, 0, 0xb0
897, 1405168006, 26.57, 99594.84, 37.50, 55077.45, 0, 0xb0
898, 1405168210, 26.58, 99597.05, 37.49, 55077.45, 0, 0xb0
899, 1405168413, 26.58, 99596.69, 37.49, 54935.62, 0, 0xb0
900, 1405168617, 26.58, 99595.34, 37.48, 55363.32, 0, 0xb0
901, 1405168820, 26.57, 99597.35, 37.48, 55220.02, 0, 0xb0
902, 1405169024, 26.57, 99595.60, 37.47, 55363.32, 0, 0xb0
903, 1405169228, 26.58, 99595.61, 37.48, 55113.02, 0, 0xb0
904, 1405169431, 26.58, 99597.77, 37.48, 55077.45, 0, 0xb0
905, 1405169635, 26.58, 99597.63, 37.48, 55543.50, 0, 0xb0
906, 1405169839, 26.58, 99597.73, 37.47, 55471.29, 0, 0xb0
907, 1405170042, 26.58, 99595.04, 37.46, 55543.50, 0, 0xb0
908, 1405170246, 26.58, 99594.16, 37.46, 55327.43, 0, 0xb0
909, 1405170449, 26.58, 99596.80, 37.45, 55615.90, 0, 0xb0
910, 1405170653, 26.58, 99598.97, 37.44, 55652.18, 0, 0xb0
911, 1405170857, 26.58, 99595.57, 37.44, 55615.90, 0, 0xb0
912, 1405171060, 26.59, 99596.20, 37.44, 55652.18, 0, 0xb0
913, 1405171264, 26.58, 99598.77, 37.44, 55652.18, 0, 0xb0
914, 1405171468, 26.58, 99594.73, 37.44, 55363.32, 0, 0xb0
915, 1405171671, 26.59, 99594.99, 37.43, 55761.27, 0, 0xb0
916, 1405171875, 26.59, 99594.20, 37.44, 55797.73, 0, 0xb0
917, 1405172078, 26.59, 99598.35, 37.45, 55543.50, 0, 0xb0
918, 1405172282, 26.59, 99596.23, 37.43, 55652.18, 0, 0xb0
919, 1405172486, 26.59, 99598.36, 37.45, 55944.05, 0, 0xb0
920, 1405172689, 26.59, 99595.91, 37.44, 55870.80, 0, 0xb0
921, 1405172893, 26.59, 99597.60, 37.45, 55688.49, 0, 0xb0
922, 1405173096, 26.59, 99599.27, 37.43, 55834.24, 0, 0xb0
923, 1405173300, 26.59, 99596.65, 37.43, 55907.40, 0, 0xb0
924, 1405173504, 26.59, 99596.19, 37.43, 55579.68, 0, 0xb0
925, 1405173707, 26.59, 99598.23, 37.44, 55870.80, 0, 0xb0
926, 1405173911, 26.59, 99596.71, 37.42, 55907.40, 0, 0xb0
927, 1405174115, 26.59, 99598.92, 37.43, 55724.86, 0, 0xb0
928, 1405174318, 26.59, 99595.52, 37.42, 55615.90, 0, 0xb0
929, 1405174522, 26.58, 99596.81, 37.42, 55797.73, 0, 0xb0
930, 1405174725, 26.59, 99596.16, 37.42, 55652.18, 0, 0xb0
931, 1405174929, 26.59, 99597.11, 37.41, 56091.15, 0, 0xb0
932, 1405175133, 26.59, 99596.02, 37.40, 56017.50, 0, 0xb0
933, 1405175336, 26.59, 99597.71, 37.40, 56091.15, 0, 0xb0
934, 1405175540, 26.59, 99596.93, 37.40, 56054.30, 0, 0xb0
935, 1405175744, 26.59, 99596.86, 37.39, 55980.76, 0, 0xb0
936, 1405175947, 26.59, 99596.04, 37.39, 56201.98, 0, 0xb0
937, 1405176151, 26.59, 99599.75, 37.39, 55944.05, 0, 0xb0
938, 1405176354, 26.58, 99596.91, 37.39, 55944.05, 0, 0xb0
939, 1405176558, 26.59, 99598.15, 37.40, 56017.50, 0, 0xb0
940, 1405176762, 26.59, 99596.34, 37.39, 56239.02, 0, 0xb0
941, 1405176965, 26.59, 99595.98, 37.41, 56128.04, 0, 0xb0
942, 1405177169, 26.59, 99595.69, 37.41, 55980.76, 0, 0xb0
943, 1405177372, 26.58, 99594.77, 37.41, 56017.50, 0, 0xb0
944, 1405177576, 26.59, 99593.02, 37.43, 55944.05, 0, 0xb0
945, 1405177780, 26.58, 99597.45, 37.41, 56313.24, 0, 0xb0
946, 1405177983, 26.59, 99595.49, 37.41, 55980.76, 0, 0xb0
947, 1405178187, 26.59, 99599.38, 37.41, 56054.30, 0, 0xb0
948, 1405178391, 26.59, 99596.21, 37.41, 56462.29, 0, 0xb0
949, 1405178594, 26.59, 99594.90, 37.41, 56424.95, 0, 0xb0
950, 1405178798, 26.59, 99598.38, 37.40, 56239.02, 0, 0xb0
951, 1405179001, 26.59, 99597.67, 37.41, 56499.67, 0, 0xb0
952, 1405179205, 26.59, 99596.36, 37.40, 56201.98, 0, 0xb0
953, 1405179409, 26.59, 99597.20, 37.40, 56128.04, 0, 0xb0
954, 1405179612, 26.59, 99597.73, 37.40, 56239.02, 0, 0xb0
955, 1405179816, 26.59, 99595.77, 37.41, 56537.10, 0, 0xb0
956, 1405180020, 26.59, 99598.34, 37.41, 56350.43, 0, 0xb0
957, 1405180223, 26.59, 99596.94, 37.42, 56612.12, 0, 0xb0
958, 1405180427, 26.59, 99596.23, 37.41, 56537.10, 0, 0xb0
959, 1405180630, 26.58, 99596.22, 37.41, 56164.98, 0, 0xb0
960, 1405180834, 26.59, 99596.14, 37.42, 56462.29, 0, 0xb0
961, 1405181038, 26.59, 99596.47, 37.43, 56687.33, 0, 0xb0
962, 1405181241, 26.59, 99595.48, 37.42, 56276.11, 0, 0xb0
963, 1405181445, 26.59, 99596.59, 37.43, 56313.24, 0, 0xb0
964, 1405181648, 26.59, 99597.39, 37.43, 56350.43, 0, 0xb0
965, 1405181852, 26.59, 99598.25, 37.43, 56574.59, 0, 0xb0
966, 1405182056, 26.59, 99596.53, 37.43, 56387.66, 0, 0xb0
967, 1405182259, 26.60, 99599.12, 37.43, 56499.67, 0, 0xb0
968, 1405182463, 26.60, 99597.31, 37.43, 56462.29, 0, 0xb0
969, 1405182667, 26.59, 99597.05, 37.43, 56687.33, 0, 0xb0
970, 1405182870, 26.60, 99596.30, 37.43, 56499.67, 0, 0xb0
971, 1405183074, 26.59, 99597.77, 37.43, 56537.10, 0, 0xb0
972, 1405183277, 26.59, 99597.20, 37.43, 56462.29, 0, 0xb0
973, 1405183481, 26.59, 99600.27, 37.44, 56762.75, 0, 0xb0
974, 1405183685, 26.59, 99599.58, 37.43, 56537.10, 0, 0xb0
975, 1405183888, 26.59, 99597.00, 37.43, 56762.75, 0, 0xb0
976, 1405184092, 26.58, 99596.30, 37.45, 56462.29, 0, 0xb0
977, 1405184296, 26.59, 99598.78, 37.45, 56800.53, 0, 0xb0
978, 1405184499, 26.59, 99598.23, 37.46, 56838.37, 0, 0xb0
979, 1405184703, 26.59, 99597.61, 37.46, 56612.12, 0, 0xb0
980, 1405184906, 26.59, 99597.89, 37.46, 56725.02, 0, 0xb0
981, 1405185110, 26.59, 99597.11, 37.46, 56612.12, 0, 0xb0
982, 1405185314, 26.59, 99596.24, 37.46, 56876.25, 0, 0xb0
983, 1405185517, 26.59, 99598.80, 37.47, 56649.70, 0, 0xb0
984, 1405185721, 26.60, 99597.72, 37.47, 56876.25, 0, 0xb0
985, 1405185925, 26.60, 99599.95, 37.47, 56990.20, 0, 0xb0
986, 1405186128, 26.60, 99597.06, 37.47, 56952.17, 0, 0xb0
987, 1405186332, 26.59, 99600.59, 37.47, 56838.37, 0, 0xb0
988, 1405186535, 26.60, 99599.54, 37.48, 56876.25, 0, 0xb0
989, 1405186739, 26.59, 99597.36, 37.46, 56838.37, 0, 0xb0
990, 1405186943, 26.60, 99597.85, 37.46, 56800.53, 0, 0xb0
991, 1405187146, 26.59, 99598.62, 37.47, 56838.37, 0, 0xb0
992, 1405187350, 26.59, 99597.41, 37.46, 56838.37, 0, 0xb0
993, 1405187554, 26.60, 99597.20, 37.46, 57066.43, 0, 0xb0
994, 1405187757, 26.60, 99597.83, 37.45, 56876.25, 0, 0xb0
995, 1405187961, 26.60, 99597.58, 37.45, 57104.62, 0, 0xb0
996, 1405188164, 26.59, 99597.16, 37.45, 56990.20, 0, 0xb0
997, 1405188368, 26.60, 99598.52, 37.45, 56914.18, 0, 0xb0
998, 1405188572, 26.60, 99596.38, 37.43, 57219.49, 0, 0xb0
999, 1405188775, 26.60, 99596.46, 37.43, 57142.86, 0, 0xb0
1000, 1405188979, 26.60, 99597.57, 37.43, 57181.15, 0, 0xb0
1001, 1405189183, 26.60, 99596.67, 37.45, 57257.88, 0, 0xb0
1002, 1405189386, 26.60, 99597.39, 37.43, 56914.18, 0, 0xb0
1003, 1405189590, 26.60, 99596.90, 37.43, 57296.33, 0, 0xb0
1004, 1405189793, 26.60, 99598.12, 37.43, 56952.17, 0, 0xb0
1005, 1405189997, 26.60, 99597.70, 37.42, 57066.43, 0, 0xb0
1006, 1405190201, 26.60, 99598.33, 37.43, 57066.43, 0, 0xb0
1007, 1405190404, 26.60, 99595.12, 37.43, 57334.83, 0, 0xb0
1008, 1405190608, 26.60, 99596.59, 37.44, 57334.83, 0, 0xb0
1009, 1405190811, 26.60, 99599.02, 37.42, 57373.38, 0, 0xb0
1010, 1405191015, 26.60, 99596.68, 37.43, 56990.20, 0, 0xb0
1011, 1405191219, 26.60, 99595.83, 37.43, 57411.98, 0, 0xb0
1012, 1405191422, 26.60, 99596.16, 37.44, 57450.63, 0, 0xb0
1013, 1405191626, 26.61, 99596.63, 37.44, 57142.86, 0, 0xb0
1014, 1405191830, 26.61, 99598.53, 37.43, 57104.62, 0, 0xb0
1015, 1405192033, 26.61, 99597.13, 37.43, 57373.38, 0, 0xb0
1016, 1405192237, 26.61, 99599.85, 37.43, 57373.38, 0, 0xb0
1017, 1405192441, 26.61, 99594.34, 37.43, 57334.83, 0, 0xb0
1018, 1405192644, 26.61, 99595.88, 37.43, 57296.33, 0, 0xb0
1019, 1405192848, 26.61, 99597.92, 37.43, 57334.83, 0, 0xb0
1020, 1405193051, 26.61, 99595.52, 37.43, 57411.98, 0, 0xb0
1021, 1405193255, 26.61, 99598.65, 37.43, 57373.38, 0, 0xb0
1022, 1405193459, 26.61, 99595.63, 37.43, 57411.98, 0, 0xb0
1023, 1405193662, 26.61, 99597.31, 37.43, 57528.09, 0, 0xb0
1024, 1405193866, 26.61, 99596.78, 37.43, 57296.33, 0, 0xb0
1025, 1405194069, 26.61, 99594.45, 37.45, 57644.68, 0, 0xb0
1026, 1405194273, 26.61, 99597.82, 37.44, 57644.68, 0, 0xb0
1027, 1405194477, 26.61, 99594.95, 37.44, 57722.66, 0, 0xb0
1028, 1405194680, 26.61, 99595.29, 37.46, 57489.33, 0, 0xb0
1029, 1405194884, 26.61, 99594.55, 37.46, 57605.76, 0, 0xb0
1030, 1405195088, 26.62, 99596.15, 37.47, 57683.64, 0, 0xb0
1031, 1405195291, 26.62, 99597.86, 37.47, 57528.09, 0, 0xb0
1032, 1405195495, 26.61, 99597.64, 37.49, 57605.76, 0, 0xb0
1033, 1405195698, 26.61, 99596.03, 37.48, 57566.90, 0, 0xb0
1034, 1405195902, 26.62, 99596.55, 37.49, 57450.63, 0, 0xb0
1035, 1405196106, 26.62, 99597.53, 37.49, 57644.68, 0, 0xb0
1036, 1405196309, 26.61, 99596.95, 37.49, 57761.73, 0, 0xb0
1037, 1405196513, 26.62, 99596.89, 37.50, 57683.64, 0, 0xb0
1038, 1405196717, 26.62, 99600.07, 37.50, 57722.66, 0, 0xb0
1039, 1405196920, 26.62, 99597.45, 37.49, 57722.66, 0, 0xb0
1040, 1405197124, 26.62, 99598.10, 37.50, 57566.90, 0, 0xb0
1041, 1405197327, 26.62, 99598.41, 37.48, 57450.63, 0, 0xb0
1042, 1405197531, 26.62, 99599.10, 37.49, 57800.86, 0, 0xb0
1043, 1405197735, 26.62, 99598.66, 37.49, 57605.76, 0, 0xb0
1044, 1405197938, 26.62, 99599.11, 37.47, 57605.76, 0, 0xb0
1045, 1405198142, 26.62, 99597.45, 37.49, 57489.33, 0, 0xb0
1046, 1405198346, 26.62, 99597.39, 37.48, 57879.27, 0, 0xb0
1047, 1405198549, 26.62, 99599.14, 37.46, 57918.55, 0, 0xb0
1048, 1405198753, 26.62, 99597.29, 37.45, 57566.90, 0, 0xb0
1049, 1405198956, 26.62, 99596.41, 37.44, 57644.68, 0, 0xb0
1050, 1405199160, 26.62, 99596.97, 37.43, 57879.27, 0, 0xb0
1051, 1405199364, 26.62, 99597.99, 37.43, 57879.27, 0, 0xb0
1052, 1405199567, 26.63, 99599.12, 37.42, 57683.64, 0, 0xb0
1053, 1405199771, 26.62, 99595.42, 37.39, 57918.55, 0, 0xb0
1054, 1405199975, 26.62, 99595.98, 37.39, 57879.27, 0, 0xb0
1055, 1405200178, 26.62, 99597.66, 37.38, 57918.55, 0, 0xb0
1056, 1405200382, 26.62, 99598.48, 37.35, 57840.04, 0, 0xb0
1057, 1405200586, 26.62, 99596.52, 37.35, 57997.28, 0, 0xb0
1058, 1405200789, 26.63, 99599.82, 37.35, 58115.78, 0, 0xb0
1059, 1405200993, 26.62, 99597.30, 37.34, 58036.73, 0, 0xb0
1060, 1405201196, 26.62, 99596.34, 37.33, 57957.89, 0, 0xb0
1061, 1405201400, 26.63, 99598.35, 37.33, 57918.55, 0, 0xb0
1062, 1405201604, 26.63, 99599.00, 37.31, 57997.28, 0, 0xb0
1063, 1405201807, 26.63, 99596.09, 37.30, 58314.35, 0, 0xb0
1064, 1405202011, 26.63, 99597.10, 37.30, 57800.86, 0, 0xb0
